,KepID,Exoplanet Archive Disposition,Disposition Score,Orbital Period [days],Transit Epoch [BKJD],Impact Parameter,Transit Duration [hrs],Transit Depth [ppm],Planetary Radius [Earth radii],Equilibrium Temperature [K],Insolation Flux [Earth flux],Transit Signal-to-Noise,Stellar Effective Temperature [K],Stellar Surface Gravity [log10(cm/s**2)],Stellar Radius [Solar radii],Dec [decimal degrees],Kepler-band [mag]
280,8689031,CONFIRMED,1.0,21.80451611,190.49737,0.751,3.4097,1144.9,2.6,543.0,20.48,49.9,5481.0,4.629,0.708,44.88731,15.067
281,8689373,CONFIRMED,1.0,10.28194593,175.33988,0.168,3.4366,1110.7,2.53,680.0,50.6,55.0,5196.0,4.593,0.775,44.858089,15.532
282,8689373,CONFIRMED,1.0,18.11993039,182.61535,0.206,4.2309,1506.9,2.95,563.0,23.77,60.7,5196.0,4.593,0.775,44.858089,15.532
283,8689373,CONFIRMED,1.0,3.78402867,133.28133,0.691,1.9012,426.1,1.7,949.0,191.78,25.6,5196.0,4.593,0.775,44.858089,15.532
284,8826878,CONFIRMED,1.0,5.15448142,171.6389,0.933,3.228,697.5,2.94,964.0,204.1,48.1,5431.0,4.457,0.884,45.034409,15.365
285,5897826,FALSE POSITIVE,0.0,33.80364366,202.259731,0.023,11.4813,13494.0,20.7,745.0,72.71,529.9,5855.0,3.999,1.796,41.114288,13.109
286,8883593,CONFIRMED,1.0,5.743469797,174.898924,0.001,3.4412,1240.2,3.13,982.0,219.95,79.7,5897.0,4.531,0.891,45.115528,15.543
288,9016295,FALSE POSITIVE,0.0,19.974485239,171.6300909,0.886,4.23479,40293.0,26.56,700.0,56.84,1398.8,6108.0,4.471,0.997,45.367661,15.217
289,9077124,CONFIRMED,1.0,3.166353562,170.966145,0.032,3.3129,1473.4,3.82,1273.0,621.92,128.3,6007.0,4.47,0.998,45.414291,15.603
290,9097120,FALSE POSITIVE,0.0,23.899634407,188.982797,1.245,3.81881,20953.0,44.04,652.0,42.8,547.8,6192.0,4.503,0.924,45.48576,15.453
291,9466668,CONFIRMED,1.0,3.388012244,170.5336,0.433,2.6849,280.1,2.11,1315.0,705.93,30.6,5553.0,4.221,1.25,46.097389,15.065
292,9466668,CONFIRMED,1.0,5.83909761,132.09261,0.341,3.1915,273.6,2.06,1097.0,341.48,25.2,5553.0,4.221,1.25,46.097389,15.065
293,9466668,CONFIRMED,1.0,1.620467654,132.06388,0.271,2.1888,159.6,1.57,1681.0,1893.42,22.7,5553.0,4.221,1.25,46.097389,15.065
294,9466668,CONFIRMED,1.0,10.6816951,131.55082,0.646,3.605,307.8,2.3,897.0,152.75,21.9,5553.0,4.221,1.25,46.097389,15.065
295,9479273,CONFIRMED,1.0,6.104849417,169.573477,0.041,4.6912,2090.3,3.18,784.0,89.25,293.7,5085.0,4.584,0.712,46.027359,15.017
296,8359498,CONFIRMED,0.999,3.578780566,134.0304187,0.079,2.91089,11382.0,10.43,1145.0,406.6,1838.4,5524.0,4.421,0.994,44.345421,13.938
297,9171801,FALSE POSITIVE,0.0,3.187067566,171.64976,1.234,3.119,1037.4,23.88,1079.0,319.76,37.2,5450.0,4.552,0.811,45.565418,15.653
298,9334289,CONFIRMED,1.0,5.826657508,173.011411,0.033,2.9183,1539.1,4.09,1013.0,248.57,81.1,5561.0,4.362,1.06,45.816509,15.843
299,9334289,CONFIRMED,0.998,12.41216347,142.54039,0.021,3.739,611.3,2.58,787.0,90.65,25.6,5561.0,4.362,1.06,45.816509,15.843
300,9334289,CONFIRMED,1.0,18.74649011,147.13074,0.508,3.895,796.8,3.05,686.0,52.38,26.7,5561.0,4.362,1.06,45.816509,15.843
301,9347899,CONFIRMED,1.0,20.86021229,180.017757,0.066,5.1937,1910.5,5.5,781.0,87.76,117.0,6035.0,4.22,1.257,45.853081,15.237
302,9347899,CONFIRMED,1.0,42.63427848,141.16954,0.142,6.1998,1719.3,5.22,615.0,33.82,78.7,6035.0,4.22,1.257,45.853081,15.237
303,9347899,CONFIRMED,0.973,87.6476068,134.94222,0.147,8.871,1009.6,4.0,484.0,12.94,37.5,6035.0,4.22,1.257,45.853081,15.237
305,9388479,CONFIRMED,0.953,9.467821474,178.415842,0.081,2.4327,2237.0,2.13,407.0,6.47,124.7,3582.0,4.807,0.458,45.958771,15.073
306,9388479,CONFIRMED,0.704,0.893040969,134.540342,0.009,1.0981,741.7,1.24,893.0,151.14,87.8,3582.0,4.807,0.458,45.958771,15.073
307,11359879,CONFIRMED,0.996,4.942783419,136.3294353,0.566,3.25346,11145.0,10.62,1008.0,244.42,2040.7,5514.0,4.459,0.978,49.140121,13.758
308,9406990,CONFIRMED,1.0,20.83426731,176.58569,0.256,4.0454,988.4,2.74,595.0,29.62,45.1,5537.0,4.549,0.88,45.914688,15.412
309,9415172,CONFIRMED,1.0,9.94602357,171.70192,0.035,3.3862,994.5,3.12,807.0,100.34,51.0,5344.0,4.365,1.013,45.976841,15.596
310,9415172,CONFIRMED,0.998,1.04562195,133.91912,0.037,1.8955,213.0,1.45,1710.0,2031.84,25.3,5344.0,4.365,1.013,45.976841,15.596
311,9415172,CONFIRMED,0.949,5.71462396,132.63866,0.503,2.336,297.8,1.78,971.0,210.16,16.7,5344.0,4.365,1.013,45.976841,15.596
312,9904059,FALSE POSITIVE,1.0,102.9641952,158.07473,0.922,15.735,1896.7,39.0,797.0,95.4,86.1,5047.0,3.066,7.119,46.781509,13.608
313,3231341,CONFIRMED,1.0,8.14515981,140.56811,0.965,5.073,446.8,3.43,1050.0,287.91,32.2,5896.0,4.197,1.24,38.34375,14.925
314,3231341,CONFIRMED,1.0,18.9985279,144.74157,1.3,4.529,430.7,43.17,792.0,93.03,16.9,5896.0,4.197,1.24,38.34375,14.925
315,3231341,CONFIRMED,0.999,4.24439049,137.06643,0.949,3.282,174.0,2.07,1305.0,686.99,15.1,5896.0,4.197,1.24,38.34375,14.925
317,7626506,CONFIRMED,1.0,28.5742692,143.8315,0.068,4.9427,824.9,2.32,538.0,19.83,97.1,5551.0,4.508,0.812,43.209751,13.771
320,10482160,CONFIRMED,0.965,7.34373964,137.29874,0.185,1.1784,574.4,1.84,839.0,117.5,32.2,5757.0,4.597,0.762,47.678959,14.657
321,10485069,FALSE POSITIVE,,0.445277068,133.52312,1.2962,3.539,186.7,35.74,2562.0,10177.11,28.9,6167.0,4.444,1.064,47.64357,15.343
322,3233043,FALSE POSITIVE,0.0,0.379463865,170.2480164,1.246,0.86896,1973.3,59.56,3000.0,19256.81,458.6,5075.0,3.892,1.783,38.335579,13.787
323,6579806,FALSE POSITIVE,0.0,9.88047978,173.608672,1.02,2.78458,18541.0,23.6,860.0,129.45,534.5,6113.0,4.512,0.917,42.038639,15.212
324,3560301,FALSE POSITIVE,0.0,4.6484156,261.09395,0.968,38.1939,128.4,5.06,2259.0,6152.88,91.7,6980.0,3.577,3.482,38.61124,10.963
325,4044005,FALSE POSITIVE,0.0,17.512014768,174.282592,0.994,1.8248,4511.7,13.66,804.0,98.77,322.3,6224.0,4.33,1.132,39.127239,12.336
328,5802246,FALSE POSITIVE,0.0,0.525154153,133.744359,1.226,2.1441,747.5,23.61,2073.0,4391.51,116.1,5582.0,4.497,0.846,41.007038,15.058
329,6066403,FALSE POSITIVE,0.0,1.303861044,134.212059,1.258,4.0541,598.2,27.85,1610.0,1595.19,140.6,5758.0,4.475,0.902,41.332062,13.555
330,6209637,FALSE POSITIVE,,0.73452496,133.43108,,6.7,,,,,,,,,41.560455,13.22
331,5988031,FALSE POSITIVE,0.0,2.55549176,134.50078,1.228,9.083,113.8,23.35,1312.0,701.68,24.3,5948.0,4.508,0.901,41.214729,14.554
332,7684873,FALSE POSITIVE,0.0,2.947376671,171.522978,2.641,2.0911,433.2,403.59,2404.0,7903.84,62.3,8090.0,4.002,2.234,43.305141,10.47
333,8559644,CONFIRMED,1.0,224.7789355,142.095338,0.652,11.1899,3487.5,7.67,333.0,2.92,235.7,5873.0,4.293,1.235,44.688271,13.492
334,2851100,FALSE POSITIVE,0.0,0.890110752,133.2647,0.216,0.8774,321.5,1.25,1372.0,838.42,19.6,4768.0,4.628,0.711,38.008591,15.723
335,3130300,FALSE POSITIVE,0.0,5.76573396,133.30941,0.708,2.924,248.0,7.47,1964.0,3518.78,22.2,5772.0,3.364,4.434,38.204632,14.313
336,3240158,CONFIRMED,1.0,7.42608123,139.90039,0.097,3.6379,443.3,2.47,1037.0,273.78,37.5,6049.0,4.353,1.176,38.358212,14.818
337,3240158,CONFIRMED,0.989,15.9868932,137.5964,0.533,4.158,178.5,1.62,803.0,98.51,10.9,6049.0,4.353,1.176,38.358212,14.818
338,3228959,FALSE POSITIVE,0.0,0.73094589,133.68876,1.169,4.32,250.2,17.12,1922.0,3248.17,37.5,5901.0,4.553,0.848,38.351181,15.401
339,3218908,CONFIRMED,1.0,18.92537246,149.49558,0.806,3.9835,640.9,13.92,1171.0,443.58,41.0,4941.0,3.317,4.885,38.374908,14.604
340,10341913,FALSE POSITIVE,0.0,0.933749106,134.31831,0.736,4.256,186.2,3.22,2863.0,15822.49,136.3,6215.0,3.849,2.188,47.461689,13.079
341,10480921,FALSE POSITIVE,0.0,2.037440623,133.59962,0.715,3.442,118.6,1.19,1572.0,1448.05,27.0,6253.0,4.415,1.015,47.66396,14.187
343,10350571,CONFIRMED,0.994,31.5925809,142.9649,0.283,13.566,145.1,1.78,688.0,53.09,25.5,5676.0,4.1,1.487,47.448608,13.29
344,10350571,CONFIRMED,0.997,17.157236,133.68951,0.238,11.284,110.4,1.55,844.0,119.87,23.6,5676.0,4.1,1.487,47.448608,13.29
345,3749365,CONFIRMED,0.998,1.97376085,178.6894194,0.337,1.82542,30222.0,8.78,753.0,76.1,1252.5,3807.0,4.762,0.503,38.84227,15.715
347,11673674,FALSE POSITIVE,0.0,4.618767792,133.386535,0.766,5.9957,4399.1,7.48,1170.0,442.78,270.1,6013.0,4.381,1.033,49.703041,13.652
350,3632418,CONFIRMED,1.0,2.785821236,260.83731,0.893,3.5599,68.9,1.69,1784.0,2388.98,53.6,6202.0,4.026,1.733,38.714016,8.224
351,3441784,FALSE POSITIVE,0.0,52.56901867,184.971267,1.197,6.7507,26900.0,78.54,737.0,69.62,184.3,7240.0,4.178,1.717,38.538868,9.729
352,5820218,FALSE POSITIVE,0.0,3.411758679,133.18086,1.213,3.158,570.6,14.71,684.0,51.85,35.6,3995.0,4.71,0.561,41.074989,15.258
353,5876368,FALSE POSITIVE,0.0,0.525426427,133.187901,0.113,1.0801,324.6,1.45,2069.0,4349.62,63.6,5791.0,4.575,0.802,41.11269,14.797
354,5809890,CONFIRMED,1.0,1.269091415,133.343682,0.412,1.4647,340.9,1.41,1331.0,740.47,73.5,5041.0,4.576,0.766,41.09734,13.999
355,5809890,CONFIRMED,1.0,2.853133997,133.79678,0.698,1.465,277.1,1.36,1016.0,251.77,39.7,5041.0,4.576,0.766,41.09734,13.999
356,6131236,CONFIRMED,1.0,6.79685353,138.11324,0.62,3.1702,393.1,2.01,985.0,222.91,29.8,6061.0,4.486,0.97,41.451801,15.391
357,9048161,FALSE POSITIVE,0.0,8.667822346,137.341841,1.276,4.9658,2121.9,67.37,1303.0,681.39,187.6,6266.0,3.923,1.889,45.316051,13.03
358,3218908,CONFIRMED,0.993,1.475323222,131.83272,0.136,2.3155,154.9,5.88,2740.0,13331.51,27.2,4941.0,3.317,4.885,38.374908,14.604
359,3218908,CONFIRMED,1.0,4.15246118,134.57991,0.639,2.5755,223.4,7.62,1941.0,3354.56,24.5,4941.0,3.317,4.885,38.374908,14.604
360,3235672,FALSE POSITIVE,,6.7210783,134.7775984,,7.46,,,,,,,,,38.348061,14.792
361,2837111,CONFIRMED,0.995,8.7348852,135.0818,0.314,4.49,270.7,1.59,890.0,148.62,24.8,5982.0,4.493,0.96,38.088428,14.794
362,3120276,FALSE POSITIVE,0.0,10.26547688,136.49663,0.69,3.733,399.6,1.81,770.0,83.13,20.1,5699.0,4.553,0.853,38.284531,15.212
364,3547091,FALSE POSITIVE,0.0,3.305577989,180.68154,1.145,2.5903,17971.0,25.89,1027.0,263.55,39.6,5534.0,4.629,0.707,38.631481,15.537
365,3869825,FALSE POSITIVE,0.0,4.800653901,134.365782,0.785,9.0419,15304.0,16.91,1347.0,778.45,298.0,6715.0,4.347,1.241,38.999008,13.32
366,3655332,FALSE POSITIVE,0.0,15.06649901,140.654788,1.018,5.9885,36348.0,56.44,932.0,177.96,154.6,5751.0,4.028,1.626,38.73798,13.855
367,4042026,FALSE POSITIVE,0.0,34.82008158,163.015559,0.663,11.1711,18848.0,11.36,459.0,10.49,882.6,5114.0,4.522,0.784,39.103729,15.187
368,3344419,FALSE POSITIVE,0.0,0.651784374,133.111707,1.224,2.0141,2779.3,33.65,2090.0,4500.59,195.2,5555.0,4.375,1.061,38.437698,14.997
369,11192141,FALSE POSITIVE,1.0,1.353771892,261.43662,1.203,7.012,1349.1,430.99,4903.0,136609.48,76.7,4283.0,2.012,15.76,48.852016,10.523
370,11494130,FALSE POSITIVE,0.0,18.95491633,262.46677,1.228,24.249,867.5,71.39,1139.0,397.48,249.3,6362.0,3.761,2.534,49.415428,10.988
371,5648449,FALSE POSITIVE,0.0,4.348866254,262.72768,1.187,3.2797,625.6,2436.69,6421.0,401588.95,56.3,3598.0,0.65,101.451,40.843563,10.68
372,12167361,FALSE POSITIVE,0.0,47.93094546,179.096467,1.272,2.6897,2144.4,68.02,905.0,158.41,221.1,8214.0,4.104,1.938,50.720669,10.376
373,8607720,FALSE POSITIVE,,3.99751422,261.7243,0.0303,3.686,32.8,2.98,2203.0,5563.95,6.1,5066.0,3.122,5.324,44.71331,10.733
374,1433962,FALSE POSITIVE,0.0,1.592633181,133.9243804,0.003,5.5605,633.1,1.56,1053.0,290.51,66.9,4506.0,4.626,0.651,37.09864,15.47
376,5956342,CONFIRMED,1.0,17.02902786,143.33395,0.202,4.645,568.9,2.54,755.0,76.66,29.8,5839.0,4.327,1.067,41.24482,15.381
377,5956342,CONFIRMED,0.945,6.84619236,132.17265,0.077,3.529,246.8,1.67,1022.0,258.41,17.7,5839.0,4.327,1.067,41.24482,15.381
378,5956342,CONFIRMED,0.765,67.8321638,125.881,0.027,7.358,507.8,2.39,476.0,12.14,15.5,5839.0,4.327,1.067,41.24482,15.381
379,5956342,CONFIRMED,0.815,43.1312147,166.26105,0.67,3.198,447.8,2.39,554.0,22.21,11.8,5839.0,4.327,1.067,41.24482,15.381
